22807,1, [0.3458661437034607 0.9197619557380676 0.30156973004341125 0.38811561465263367 0.5019519925117493]
22843,25, [-0.012681428343057632 0.02676396258175373 0.3226759731769562 0.24844971299171448 0.5425031781196594]
22870,1, [-0.10565339773893356 -0.09821317344903946 -0.10724702477455139 0.10729183256626129 0.06503503024578094]
22884,5, [0.07107104361057281 0.627448558807373 -0.21006718277931213 -0.09340105205774307 0.48317402601242065]
22910,8, [-1.2115302085876465 0.348604291677475 0.2645576596260071 -0.29109376668930054 0.3752935230731964]
22933,1, [0.02493257448077202 -0.11213637888431549 0.01462992187589407 0.12966574728488922 0.14879541099071503]
2294,235, [0.5802878737449646 0.5734978914260864 -0.16182930767536163 0.28477445244789124 -0.44981226325035095]
22960,2, [0.5932263135910034 0.8052456974983215 -0.7290430665016174 -0.8987873196601868 -0.23268702626228333]
2299,24, [0.11698136478662491 -0.07232736796140671 -0.07695122808218002 0.2575836777687073 0.12166303396224976]
23045,4, [0.41798341274261475 -0.6556819081306458 0.06446254998445511 -0.3858257234096527 1.13436758518219]
2307,40, [-0.362862229347229 0.15192580223083496 1.0187385082244873 0.14256776869297028 0.3691466152667999]
23077,1, [-0.04158014431595802 -0.032613981515169144 -0.025601962581276894 -0.0364517942070961 -0.002184540033340454]
23086,1, [-0.01680837757885456 0.3904269337654114 0.004842088557779789 -0.056246235966682434 0.3046126961708069]
2311,2, [-0.7837843894958496 -0.37198901176452637 -0.014317058026790619 -0.07206990569829941 -0.13651934266090393]
23112,9, [-0.32738611102104187 -0.8185595870018005 -0.14756014943122864 0.27973368763923645 -0.13643570244312286]
23130,5, [-0.47552376985549927 -0.3203577995300293 0.10923419147729874 0.02712092734873295 0.07584643363952637]
23135,6, [-0.1639811247587204 -0.45893195271492004 -0.3707749843597412 0.8206294775009155 0.5643888711929321]
23153,5, [0.2930218577384949 -0.5992454886436462 0.04587802290916443 0.6567702293395996 -0.06757599115371704]
2316,8, [0.09652848541736603 -0.1529761105775833 -0.2573142349720001 0.25351372361183167 0.8717218637466431]
23162,32, [-0.677171528339386 -0.4170895516872406 0.05378210172057152 0.5197563767433167 0.6285589337348938]
2320,25, [-0.24142326414585114 -0.25009167194366455 0.25897911190986633 0.5040276050567627 -0.2826857566833496]
23211,3, [1.122729778289795 -0.6227505803108215 -0.24159424006938934 0.12247350811958313 -0.05458620935678482]
23243,1, [-0.17406225204467773 0.0113716721534729 0.2721070349216461 -0.07362490892410278 0.08820857107639313]
23257,2, [-1.1685694456100464 0.09121233969926834 -0.3146614730358124 -0.7615035772323608 0.31868743896484375]
23270,1, [-0.3969769775867462 -0.12372971326112747 -0.4570293426513672 -0.493453711271286 0.010626283474266529]
23289,25, [-0.7934619784355164 0.7735963463783264 0.5040164589881897 0.16943290829658508 -1.2267752885818481]
23298,1, [0.9100856184959412 -0.05147102475166321 0.9778425693511963 -0.3076029419898987 0.3395973742008209]
23333,1, [-0.6426178216934204 0.141485795378685 -0.2224007248878479 -0.07432857900857925 0.19306598603725433]
23347,4, [0.020418288186192513 -0.03462072089314461 0.08852468430995941 0.01515589002519846 0.04498760402202606]
23351,15, [-0.15867294371128082 0.19353057444095612 -0.2972525358200073 0.4620242416858673 0.9444336295127869]
23356,2, [-0.22604899108409882 -0.318885862827301 0.17196990549564362 0.616241991519928 0.5692996978759766]
23383,3, [-0.2672765851020813 0.08146268129348755 -0.04927239939570427 -0.24264048039913177 0.281436949968338]
2339,30, [-0.58146733045578 0.012675052508711815 0.7138684988021851 0.23120224475860596 -0.005464284680783749]
23423,8, [-0.39000970125198364 -1.2228493690490723 0.5244898200035095 0.4232958257198334 0.6661330461502075]
2343,60, [-0.00576994102448225 -1.1579349040985107 0.09413864463567734 0.2647446393966675 0.1463649570941925]
23464,3, [-0.21200574934482574 0.3758087158203125 -0.5589790344238281 -0.019072135910391808 0.22451551258563995]
23473,1, [-0.028293117880821228 -0.30977970361709595 -0.230194553732872 0.151914581656456 0.6775642037391663]
23496,1, [-0.4286685883998871 -0.05652974918484688 0.3066544532775879 -0.7783743739128113 0.523007869720459]
2352,20, [0.5467253923416138 -0.2649756371974945 -0.5382407307624817 0.6412330865859985 -0.08100764453411102]
23540,4, [0.5364523530006409 -0.43551474809646606 0.1440185308456421 -0.34117186069488525 0.24519038200378418]
23568,2, [0.2636643052101135 0.12909358739852905 0.4693397879600525 -0.056076087057590485 -0.21347087621688843]
23577,2, [0.4740479588508606 0.7594045996665955 0.9103024005889893 -0.8228185176849365 0.28481540083885193]
23590,6, [-0.35274672508239746 -0.25347813963890076 -0.2959615886211395 0.49665042757987976 0.4216045141220093]
2361,245, [-0.6013109087944031 -0.46389439702033997 0.21316230297088623 0.31980037689208984 0.3076186180114746]
23621,22, [-0.597879946231842 -2.2616918087005615 0.00863305851817131 -0.5635902881622314 0.6428567171096802]
23649,5, [-0.10682662576436996 0.06340161710977554 -0.03920019418001175 -0.08207704871892929 -0.010391687974333763]
2370,3, [0.09107668697834015 -0.47304147481918335 0.41287165880203247 0.1784304678440094 0.28590357303619385]
23707,35, [0.6399906277656555 -0.5847004055976868 0.7451831698417664 0.7885806560516357 -0.8966496586799622]
23720,1, [0.08785572648048401 -0.00794182252138853 -0.0035164423752576113 0.03962332010269165 0.0062523214146494865]
23757,6, [0.5795059204101562 -0.1261916160583496 0.387617290019989 0.21697309613227844 0.6937718391418457]
23770,2, [0.5854953527450562 -0.15763066709041595 0.4875323176383972 -0.8394423127174377 -0.2363889515399933]
23810,3, [-0.18152236938476562 -0.35947397351264954 0.27702534198760986 0.09170893579721451 0.17502962052822113]
23829,1, [0.0048327017575502396 0.45014652609825134 -0.06774210929870605 -0.09019135683774948 0.5571724772453308]
23838,90, [-1.4465386867523193 0.06125591695308685 0.5372693538665771 0.22756324708461761 -0.20967647433280945]
23851,2, [0.8030115365982056 -0.6592944860458374 1.175873875617981 0.21017509698867798 -0.2660369575023651]
23860,2, [0.19747433066368103 -0.32767388224601746 0.4387986958026886 0.358089804649353 -0.2910532057285309]
23874,3, [0.07960978895425797 -0.7825296521186829 0.382329523563385 0.4443967044353485 0.3417537212371826]
2389,5, [-0.0975525975227356 0.2803608477115631 0.16874821484088898 -0.08604493737220764 0.21186260879039764]
23900,45, [0.029241379350423813 0.27514931559562683 0.9172431826591492 0.3793812096118927 -0.20573697984218597]
23914,4, [-0.008797690272331238 0.261893093585968 0.4554731845855713 0.11707437038421631 0.6961934566497803]
2393,8, [0.0815715491771698 0.7065438628196716 0.036487337201833725 0.17118193209171295 0.33219125866889954]
23941,30, [1.509392499923706 -0.5616585612297058 0.6410809755325317 -1.0195198059082031 1.1806843280792236]
23950,2, [0.4391377568244934 0.28697407245635986 0.1872437298297882 0.020643504336476326 0.14590248465538025]
23973,1, [0.07013974338769913 0.11173198372125626 -0.08321894705295563 0.02449049986898899 0.07179607450962067]
23978,2, [-0.19145478308200836 -0.2753247022628784 -0.1507003754377365 0.24268531799316406 0.2377646267414093]
23991,100, [-0.21599218249320984 -0.6714124083518982 0.2595357894897461 0.2904979884624481 0.8274056315422058]
24021,2, [0.46075326204299927 -0.01912905089557171 0.17872606217861176 0.2674632668495178 0.3815363943576813]
24035,1, [0.07067864388227463 0.06378717720508575 -0.030291389673948288 0.02046845480799675 -0.031138887628912926]
24062,2, [-0.10902848094701767 -0.22119179368019104 0.3948994278907776 0.4222091734409332 0.1880398988723755]
24067,2, [0.008878861553966999 -0.07387619465589523 -0.0028943773359060287 -0.148820698261261 -0.12382715940475464]
2410,110, [-0.5321776270866394 -0.47009503841400146 0.15004993975162506 0.5189253091812134 0.4941602945327759]
24198,1, [0.27122196555137634 0.03633236512541771 -0.2968103289604187 0.04329017922282219 0.08187702298164368]
24201,1, [-0.5326583385467529 -0.34119486808776855 0.7949488162994385 -0.28801536560058594 0.134221151471138]
24206,4, [0.03240799158811569 -0.04184762015938759 0.14418485760688782 0.12599243223667145 0.25231608748435974]
24210,2, [-0.5860558748245239 -0.37927839159965515 0.40127554535865784 0.35513949394226074 -0.09739473462104797]
2433,1, [0.023717427626252174 0.042248424142599106 0.1629856377840042 0.1293114721775055 0.1901312619447708]
24364,8, [-0.5316430926322937 0.22261346876621246 -0.4630499482154846 -0.5056074857711792 0.6707808375358582]
24409,4, [-1.0441352128982544 0.5923362374305725 0.28666749596595764 -0.38432738184928894 -0.5088862776756287]
2442,40, [0.5954609513282776 -1.142945408821106 -0.5334309935569763 -0.8168975114822388 -0.5527787208557129]
24422,2, [-0.08241014182567596 0.48573294281959534 1.1571636199951172 0.05478980764746666 0.6524658799171448]
24459,2, [-0.06596174836158752 -0.2306237816810608 0.40745383501052856 0.13356542587280273 0.3074316680431366]
24463,2, [-0.3267746567726135 -0.23174850642681122 0.23016880452632904 -0.07071994990110397 0.07742659747600555]
2447,16, [-0.9786368012428284 0.03496197611093521 0.671533465385437 0.6102706789970398 0.4442059099674225]
24481,5, [0.34046876430511475 -0.6454128623008728 0.6020442843437195 0.36158567667007446 -0.361763596534729]
24512,1, [0.1183580607175827 -0.006428598426282406 0.05452435463666916 -0.40051141381263733 -0.17445921897888184]
24521,3, [-0.31096601486206055 0.6503179669380188 0.2567126452922821 0.030364641919732094 3.740144893527031E-5]
24526,24, [0.29737016558647156 -1.399796724319458 -0.04782868176698685 -0.1959962546825409 -0.47039955854415894]
24576,2, [-0.13936881721019745 1.1574468612670898 -0.2722049653530121 -0.8097432255744934 -0.1466311812400818]
2460,60, [-0.36533379554748535 0.9596810936927795 0.4424835443496704 -0.44100722670555115 -0.40560033917427063]
24634,30, [-0.12835219502449036 -0.20573227107524872 -0.08542561531066895 0.24976672232151031 0.3958165645599365]
24639,65, [-0.2701244354248047 0.2014012634754181 0.3674357235431671 0.8332950472831726 0.19861455261707306]
2465,24, [-0.005114845000207424 0.6301812529563904 -1.2399653196334839 -0.5787782669067383 1.0744930505752563]
24657,2, [0.45705002546310425 0.21433576941490173 -0.25748029351234436 -0.554119884967804 -0.7340978384017944]
24666,18, [-0.47960034012794495 -0.5516182780265808 0.41416487097740173 0.11080669611692429 0.7637762427330017]
24710,8, [-0.4986347556114197 0.28572526574134827 0.26600050926208496 0.002614385448396206 0.37036505341529846]
24729,60, [0.2889222800731659 0.5394693613052368 0.9821631908416748 -0.20650382339954376 0.28061237931251526]
24747,2, [0.41236162185668945 0.31307297945022583 -0.4843829572200775 -1.1857609748840332 0.14027443528175354]
24779,4, [0.22314544022083282 0.6330479979515076 -0.07382645457983017 0.051527298986911774 0.7961939573287964]
24788,1, [0.26247644424438477 0.003675866639241576 -0.2687404155731201 -0.367130845785141 0.5413148403167725]
2479,2, [-0.13630951941013336 -0.2495286762714386 0.04538918286561966 0.0877857357263565 0.09158869087696075]
24797,1, [-0.08621008694171906 0.15080899000167847 0.0323161743581295 0.5095287561416626 0.5034205317497253]
24800,10, [-0.28334927558898926 0.20120970904827118 -0.09461621195077896 0.2550196349620819 0.350024551153183]
24805,25, [-0.5522693991661072 0.25292953848838806 0.2346906214952469 0.3342004418373108 0.16321192681789398]
24869,3, [-0.07914833724498749 0.1569897085428238 0.19388756155967712 0.09650712460279465 0.37245139479637146]
24891,50, [-0.5818917155265808 -0.4729951024055481 0.1067991554737091 0.7209858894348145 -0.19138604402542114]
24909,1, [0.006003969348967075 -0.1487274020910263 0.1040060967206955 0.31757643818855286 0.18606926500797272]
2492,30, [0.16048480570316315 -0.443641722202301 0.9668477177619934 0.6398797631263733 -0.09540533274412155]
24931,70, [-0.8511604070663452 0.5842541456222534 -0.6167271733283997 0.07986896485090256 0.3573647737503052]
24977,6, [-0.5099285244941711 -0.19958244264125824 0.15834172070026398 -0.4391457438468933 -0.5439455509185791]
24981,20, [0.603810727596283 -0.13620425760746002 0.25421273708343506 0.021775173023343086 0.5444095134735107]
2500,645, [-0.10529977828264236 -0.19423875212669373 -0.12562328577041626 1.037611722946167 0.6309987306594849]
25002,2, [-0.6191231608390808 0.6245996356010437 0.5229864716529846 0.2097395807504654 0.772468090057373]
25007,1, [0.9331807494163513 -0.035822346806526184 1.0895041227340698 0.7061525583267212 -0.05732687935233116]
25048,2, [0.1559542715549469 -0.02766011282801628 0.21447622776031494 0.12375771999359131 0.20716474950313568]
2505,3, [1.959315299987793 -0.7479018568992615 0.6541208028793335 -0.6602761149406433 -1.7931338548660278]
25052,8, [-0.32428768277168274 -0.32975199818611145 0.16894298791885376 0.2700102627277374 0.7442160248756409]
25101,2, [0.5435864329338074 0.2878456711769104 0.5072877407073975 -0.6068364381790161 0.3718825578689575]
25142,6, [-1.759642243385315 -0.18080678582191467 -0.4398185908794403 -0.35251760482788086 0.6563816666603088]
25165,15, [0.10252516716718674 -0.2880052924156189 0.5698442459106445 0.2522769272327423 0.8182393908500671]
25223,30, [-0.5833598375320435 0.4320586621761322 -0.41635942459106445 -0.038698989897966385 0.3677729666233063]
2523,45, [0.21075740456581116 0.1113257110118866 0.19367820024490356 -0.5837386846542358 0.21176138520240784]
25237,425, [-0.854651927947998 -0.7230220437049866 -0.33915218710899353 -0.21410387754440308 0.0959315299987793]
2528,6, [0.22938843071460724 -0.08953969925642014 0.16959314048290253 0.2819785177707672 0.43969157338142395]
25291,8, [-0.08027474582195282 -0.6208716630935669 0.38156771659851074 0.3766581118106842 0.12097692489624023]
25309,2, [-0.061061304062604904 0.4252866804599762 0.11360429972410202 -0.3090690076351166 0.022738534957170486]
2532,155, [0.2316271811723709 0.10029637068510056 -0.18404701352119446 0.6163669228553772 -0.4084590673446655]
25363,4, [0.014623267576098442 -0.02361634373664856 0.05889977514743805 0.19197843968868256 0.05262859910726547]
25408,4, [-0.10300810635089874 -0.10681044310331345 -0.17770539224147797 0.1459859311580658 0.6142522692680359]
2541,4, [0.0665254071354866 -0.9413334727287292 0.9983196258544922 -0.4362233281135559 0.34002771973609924]
25462,1, [0.006816783454269171 -0.04601411148905754 0.06410325318574905 -0.0018925981130450964 0.230577290058136]
25485,6, [-0.3231717050075531 0.09092976897954941 0.4440036416053772 0.22539755702018738 0.008299331180751324]
2550,1, [0.4434547424316406 -0.13030706346035004 -0.24994026124477386 -1.829376459121704 -0.5528541207313538]
25502,1, [-0.11161015182733536 0.08007200807332993 0.40476739406585693 -0.09349098056554794 -0.2672101855278015]
25520,1, [-0.20971287786960602 -0.17562079429626465 0.2514156997203827 0.01283334195613861 0.2960578203201294]
25543,3, [0.2666650712490082 -0.05880867689847946 0.140888050198555 0.17672882974147797 -0.040317825973033905]
25548,3, [-0.06258763372898102 -0.032852087169885635 0.0859583392739296 -0.008557915687561035 0.04184771329164505]
2555,695, [-0.1196860671043396 -0.5071718692779541 0.24480633437633514 0.46392130851745605 -0.16016148030757904]
25615,1, [-0.054350823163986206 -0.23019567131996155 -0.18355034291744232 0.46679583191871643 0.15869739651679993]
25629,15, [0.3228183388710022 -0.02416001632809639 0.36777475476264954 -0.7006543874740601 0.3315819203853607]
25633,3, [-0.013702696189284325 0.009077096357941628 0.35815298557281494 0.44776323437690735 0.39092257618904114]
25656,2, [0.47234055399894714 0.3862481117248535 0.5180067420005798 0.862825334072113 -0.1809801310300827]
25660,2, [-0.03898034244775772 -0.1705186814069748 0.24272504448890686 -0.08897187560796738 -0.041696157306432724]
25679,4, [0.3818790316581726 -0.12227440625429153 -0.30025672912597656 0.6083712577819824 0.4096527695655823]
2569,1, [-0.08447563648223877 -0.002505161566659808 -0.09516707062721252 -0.05181581899523735 -0.04291265085339546]
25705,1, [0.05022929608821869 0.012894289568066597 0.05026524141430855 0.0022440676111727953 -0.07772050052881241]
25746,4, [-0.07321593165397644 -0.381856232881546 -0.0575147308409214 0.5746326446533203 0.27623316645622253]
258,940, [-0.07449167221784592 -0.5047869682312012 -0.31931209564208984 1.099395990371704 -0.3293082118034363]
2582,25, [-0.583781898021698 0.4898947775363922 0.6207696795463562 0.04529628902673721 -0.4194222390651703]
25859,1, [-0.3960576057434082 0.5517330169677734 -0.37129923701286316 -0.4938342273235321 0.3115180432796478]
2587,10, [0.5729718208312988 -0.2608242630958557 0.6463230848312378 0.2511383891105652 0.31492695212364197]
25877,3, [-0.2386568784713745 0.7924798130989075 -0.6242775917053223 -0.06462423503398895 1.2176977396011353]
25912,15, [1.0866252183914185 -0.46797940135002136 -0.11921031773090363 0.050902776420116425 0.6535899043083191]
25917,90, [-0.3154909908771515 -0.2278892993927002 0.4122050106525421 0.5242558121681213 -0.08348005264997482]
25930,1, [0.16673940420150757 -0.044731106609106064 0.6532034277915955 0.10234910994768143 0.6908610463142395]
25935,2, [-0.04657350853085518 -0.1549900323152542 -0.11161515861749649 0.09578710794448853 0.07281335443258286]
2596,1, [0.7113405466079712 -0.6535595059394836 1.1064709424972534 0.779423177242279 -0.09368249773979187]
26,995, [-0.5005322694778442 -0.2857184112071991 0.15868978202342987 0.10549072176218033 0.02251642383635044]
26060,12, [-0.9073623418807983 1.1207947731018066 0.21984250843524933 -0.48300787806510925 -0.43029066920280457]
26092,24, [0.6441556215286255 -0.08628050237894058 0.4913734495639801 -0.04714399203658104 0.8306311964988708]
26097,15, [-0.020763996988534927 0.38581961393356323 0.5795294642448425 0.4892699718475342 0.3843035399913788]
26119,1, [0.15090274810791016 0.12610848248004913 0.10559999942779541 0.1373923271894455 -0.0065539246425032616]
26132,45, [0.08530836552381516 -0.37115058302879333 -0.11223410815000534 0.4638201594352722 -0.5945331454277039]
26155,3, [-0.22633948922157288 0.1600526124238968 -0.03320816159248352 0.05410553142428398 0.2517473101615906]
262,1, [0.09349866956472397 0.03219759836792946 -0.09613697975873947 -0.03492744639515877 -0.007545403204858303]
26236,30, [-0.8955286741256714 -1.0396333932876587 0.014928162097930908 0.5103833675384521 0.4695647954940796]
26259,8, [-0.9537521600723267 1.3520255088806152 -0.4233512282371521 -0.3316911458969116 -0.11684992909431458]
26286,2, [0.08276008069515228 -0.09414011985063553 -0.08342228829860687 0.019430333748459816 -0.012068916112184525]
2631,25, [0.2579982280731201 -0.13491298258304596 -0.4165511429309845 0.08337483555078506 1.0481481552124023]
26317,1, [0.9242132902145386 -0.04692724719643593 -0.24950486421585083 -0.09150227904319763 -0.8357901573181152]
26330,4, [1.3075194358825684 0.527865469455719 0.3931504786014557 0.024113841354846954 0.7284486293792725]
26376,3, [0.9958828687667847 -0.9990233182907104 -0.19693870842456818 -0.9048917293548584 -0.15154139697551727]
26380,9, [-0.4110494554042816 -0.2355981320142746 -0.23139621317386627 -0.28961095213890076 0.21859264373779297]
26399,15, [-0.2583773136138916 -0.05391644686460495 0.5571330189704895 0.406704843044281 -0.01869494467973709]
26411,10, [0.617100715637207 -0.2665505111217499 -1.3355602025985718 -0.539286732673645 0.9151273369789124]
26434,10, [-0.5998134613037109 0.032212208956480026 -0.12401208281517029 -0.0082767428830266 0.1371561735868454]
26466,1, [-0.10520049184560776 -0.46693989634513855 0.5799736976623535 0.04150606691837311 0.25080618262290955]
26501,5, [0.0917457789182663 0.19336003065109253 0.059237316250801086 0.2353844940662384 0.07226740568876266]
2654,3, [0.1022288054227829 -0.031998809427022934 0.27169910073280334 -0.32046306133270264 -0.30930912494659424]
26579,8, [-0.5077233910560608 -0.34539806842803955 0.13634422421455383 -0.07255827635526657 0.7943865656852722]
26588,4, [-0.08389139175415039 0.3185574412345886 -0.37242352962493896 -0.5684651136398315 0.2183319628238678]
26597,3, [-0.0563044548034668 -0.08012929558753967 0.021695272997021675 2.1057113190181553E-4 -0.048989810049533844]
26619,4, [0.5891496539115906 0.19500908255577087 1.019882082939148 -0.141445130109787 -0.8426897525787354]
2663,270, [0.03760816529393196 0.29440829157829285 -0.006966300308704376 0.41835981607437134 -0.4805024564266205]
26632,4, [0.6884028911590576 0.4848518371582031 0.809311032295227 -0.22028352320194244 0.8858162760734558]
26655,4, [0.06709043681621552 -0.22221678495407104 0.3653533458709717 0.11717647314071655 -0.14750534296035767]
26673,1, [-0.06720414757728577 0.11820478737354279 0.07380989193916321 0.1912696659564972 0.20497609674930573]
2668,4, [-0.9117764830589294 0.0848003700375557 -0.013642258942127228 -0.297882616519928 -0.08293363451957703]
26682,2, [0.010670540854334831 -0.018204767256975174 0.009741860441863537 0.18972209095954895 -0.03875018283724785]
267,45, [0.30621010065078735 -0.751918375492096 0.14238527417182922 0.08850307017564774 -0.53900146484375]
2672,2, [-0.7536366581916809 0.17523592710494995 0.12449020147323608 -0.40851300954818726 0.3973765969276428]
26768,1, [0.0889032781124115 -0.42778411507606506 0.13370198011398315 0.04633885249495506 0.05085323378443718]
26858,2, [0.8991716504096985 -0.3313974142074585 0.4672902822494507 -0.006245562806725502 0.6817415356636047]
2686,15, [-0.05831379443407059 -0.270564466714859 -0.1848522275686264 -0.34847596287727356 0.3607467710971832]
26885,2, [0.20443029701709747 0.005164177622646093 0.03338192030787468 0.12010285258293152 0.014645976014435291]
2690,10, [0.3838289976119995 0.37647995352745056 -0.16514796018600464 -0.13347165286540985 0.9537872672080994]
26902,5, [0.8553484678268433 0.35588979721069336 0.6465327739715576 0.01899227313697338 -0.030453182756900787]
26934,9, [0.4262186586856842 0.3845326900482178 -0.32908037304878235 0.3682677447795868 0.6124914884567261]
2695,10, [-0.1444745808839798 0.35746678709983826 0.40801191329956055 0.30223459005355835 0.48453566431999207]
26984,4, [0.0032253486569970846 -0.16425909101963043 -0.011458024382591248 0.25420036911964417 0.2044984996318817]
26993,30, [0.8833125233650208 -0.30841556191444397 1.0541362762451172 0.3710903823375702 1.348577618598938]
27000,10, [0.12733253836631775 -1.2421432733535767 1.2103025913238525 0.753945529460907 0.4295872747898102]
27014,4, [0.13269241154193878 -0.26733773946762085 0.1996813714504242 0.06137310713529587 -0.1376127451658249]
27023,8, [-0.15290799736976624 -0.5213140249252319 0.15615038573741913 0.4783906042575836 0.34116920828819275]
27078,1, [0.00287254573777318 -0.4931303560733795 0.004988968372344971 -0.11962614208459854 -0.3122873604297638]
2708,6, [-0.6028761863708496 -0.2816658318042755 0.03958112746477127 0.09431400895118713 -0.2106470763683319]
27087,1, [0.19946198165416718 0.05723137408494949 -1.1342135667800903 -0.11925752460956573 0.8766591548919678]
27096,50, [0.5296443700790405 -0.1171719878911972 0.6590359807014465 0.5109812021255493 -0.40968143939971924]
27104,3, [-0.6742497086524963 0.08085956424474716 0.6346431374549866 -0.24223370850086212 -0.13965710997581482]
27131,3, [0.11867672204971313 -0.060520630329847336 -0.12714186310768127 -0.04933739826083183 -0.22679564356803894]
27136,3, [0.9950520396232605 -0.21056605875492096 -0.202763631939888 0.20138828456401825 0.6907805800437927]
27190,2, [0.47772642970085144 -0.6878147721290588 -0.09217074513435364 -0.34936943650245667 -0.3336174488067627]
27208,8, [0.3671598434448242 0.33739349246025085 -0.13646745681762695 0.43284285068511963 0.13457614183425903]
2721,3, [0.12243499606847763 0.20775936543941498 -1.4622399806976318 -0.4080630838871002 0.3124663829803467]
27212,3, [-0.3483562171459198 0.2454279661178589 -0.18176056444644928 0.08761666715145111 0.10150615870952606]
27253,1, [-0.16995373368263245 -0.15229329466819763 -0.18526823818683624 0.04988451302051544 -0.34634554386138916]
27271,4, [0.21909959614276886 -0.3819945454597473 -0.006322950124740601 0.7626595497131348 0.36142078042030334]
27285,8, [0.36314117908477783 -0.20183733105659485 0.5150649547576904 -3.212043084204197E-4 0.9363884329795837]
27302,2, [-0.07036513090133667 0.48902490735054016 0.41866275668144226 -0.06074821576476097 0.6785091757774353]
27339,2, [0.1979682594537735 -0.7757786512374878 0.7199682593345642 -0.0754600465297699 0.162862628698349]
27393,2, [-0.32504385709762573 -0.7492546439170837 -0.9435192942619324 0.19461961090564728 1.2001334428787231]
27401,4, [-0.09129456430673599 -0.5906269550323486 -0.05575624108314514 0.7034963369369507 -0.03355320543050766]
27410,4, [0.026761392131447792 -0.018846586346626282 -0.040854357182979584 0.2475770115852356 0.27182185649871826]
2744,305, [-0.8518186211585999 -0.36748817563056946 -0.02229570597410202 0.12743763625621796 -0.0013133966131135821]
27442,2, [0.022257059812545776 -0.28098559379577637 -0.3020153343677521 0.3163811266422272 0.009395403787493706]
27456,1, [0.04655588045716286 0.13647931814193726 0.36523959040641785 -0.149191752076149 0.40495583415031433]
27460,6, [-0.14080500602722168 -0.15971873700618744 0.5860462784767151 0.44090667366981506 0.6104412078857422]
27474,9, [0.5760295987129211 -0.8809189200401306 0.825368344783783 0.41613224148750305 -0.1426892876625061]
2749,2, [0.46412983536720276 0.3607802093029022 0.3168994188308716 -0.09972164034843445 0.2075982689857483]
27528,4, [-0.1658797413110733 -0.5211370587348938 0.41795244812965393 0.31747692823410034 0.07956195622682571]
2753,120, [-0.22320786118507385 -0.5810579657554626 -0.09766626358032227 0.6119335889816284 0.16834887862205505]
27555,20, [-0.07924298197031021 0.05862719193100929 0.5874283313751221 -0.22986052930355072 -0.07513371109962463]
27569,95, [0.09708523750305176 0.7775185108184814 0.476228803396225 0.5000048279762268 0.5130906701087952]
27573,1, [0.4608891010284424 -0.19271644949913025 0.5637997388839722 0.1741260141134262 0.3015495240688324]
27578,1, [0.5595173835754395 -0.3393917679786682 -0.10955320298671722 0.43541020154953003 0.12573719024658203]
276,120, [-0.24806100130081177 -0.24695540964603424 0.08065451681613922 0.9548664093017578 -0.13185352087020874]
27631,8, [-0.5636536478996277 -0.30404260754585266 -0.15877196192741394 0.022809553891420364 0.6470690965652466]
27672,1, [0.007268747314810753 0.04555625095963478 0.07562996447086334 0.013866441324353218 0.08075111359357834]
2771,55, [-0.8485966920852661 0.46968570351600647 -0.6236767172813416 -0.3414885103702545 0.16697782278060913]
27744,2, [-0.013747685588896275 0.32833030819892883 -0.606030285358429 0.21445098519325256 -0.13343580067157745]
27811,3, [0.02232380583882332 0.08384015411138535 0.05617127567529678 0.5101843476295471 0.11293402314186096]
27848,6, [-0.035447608679533005 -0.1036922037601471 0.14282545447349548 0.10916731506586075 0.9375929236412048]
2785,80, [0.41972073912620544 0.03156537190079689 0.3901077210903168 0.42591485381126404 0.3113446533679962]
27857,2, [0.028284035623073578 -0.11170190572738647 0.012075400911271572 0.046709515154361725 -0.041738901287317276]
27893,1, [-0.09545847773551941 0.03510202467441559 0.3674831688404083 0.1692047417163849 0.260354608297348]
27924,4, [0.006787176243960857 0.04416145756840706 0.09246804565191269 0.029975613579154015 -0.06805247813463211]
27979,1, [0.2736494541168213 -0.17992685735225677 0.004607503302395344 0.3733168840408325 0.019189517945051193]
28004,110, [0.8457401394844055 -0.24184799194335938 0.5476992726325989 0.18928270041942596 0.2897838354110718]
28013,1, [0.45518943667411804 0.33205169439315796 1.0391603708267212 0.1369106024503708 0.4735758900642395]
2802,45, [-0.5311954617500305 0.5316670536994934 0.7419063448905945 0.12489339709281921 0.13991054892539978]
28022,10, [0.036641817539930344 -0.4163205921649933 0.12186472117900848 0.22597314417362213 0.38416630029678345]
28036,6, [-0.6149758696556091 0.04432095214724541 -0.2770217955112457 -0.6701167821884155 0.35783955454826355]
28040,4, [-0.06243137642741203 -0.4721980392932892 0.13768604397773743 -0.34138980507850647 0.2180030345916748]
28054,16, [0.17644263803958893 0.10583555698394775 0.3440357744693756 0.257203608751297 -0.04882454872131348]
2807,16, [-0.2830501198768616 -0.5421417355537415 -0.16850440204143524 0.5689577460289001 -0.3815256953239441]
28090,12, [0.7423632144927979 -0.24820224940776825 1.0262048244476318 0.10018749535083771 0.8227090835571289]
28121,4, [0.0280841626226902 0.09169570356607437 0.173856720328331 0.25027042627334595 0.3499864339828491]
28135,14, [-0.4619464576244354 0.48467370867729187 0.27182358503341675 -0.11898462474346161 -0.02672264352440834]
28185,30, [0.14578919112682343 -0.5065215229988098 0.27795079350471497 0.7762138843536377 0.40463167428970337]
28211,10, [-0.7294988632202148 0.360774964094162 0.4508216679096222 -0.12565183639526367 -0.0054473429918289185]
